Source project,record_id,Decision bucket,Priority score,Rules triggered,Why flagged (1-2 line inference)
Source Project 4581,849,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,851,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,852,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,857,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,858,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,86,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,861,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,864,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,868,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,89,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,891,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,894,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,895,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,90,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,900,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,905,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,91,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,910,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,911,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,914,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,915,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,918,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,919,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,921,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,922,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,925,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,926,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,927,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,928,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,929,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,93,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,931,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,932,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,933,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,934,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,935,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,937,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,94,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,947,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,95,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,954,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,963,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,965,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,98,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,984,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,986,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,992,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,996,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,997,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4581,999,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4797,143,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4797,18,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
Source Project 4797,40,Manual review required,0,none,Flagged for review: single Tier 1 trigger () detected; review protects against false positives.
